id,shop_id,service_name,description,base_price,base_duration_hours,is_price_fixed,is_active
47,1,Electrical System & Wiring Repair,Standard automotive service: Electrical System & Wiring Repair,2500.00,1.50,false,true
48,1,Replace Fan Belt / Serpentine Belt,Standard automotive service: Replace Fan Belt / Serpentine Belt,1100.00,1.00,true,true
49,1,Replace Timing Belt / Chain,Standard automotive service: Replace Timing Belt / Chain,3500.00,4.00,false,true
50,1,Replace Engine Support,Standard automotive service: Replace Engine Support,1200.00,1.50,false,true
51,1,Replace Valve Cover Gasket,Standard automotive service: Replace Valve Cover Gasket,1200.00,1.75,false,true
52,1,Reseal Oil Pan / Crankcase,Standard automotive service: Reseal Oil Pan / Crankcase,2050.00,2.00,false,true
53,1,Top Overhaul,Standard automotive service: Top Overhaul,15000.00,14.00,false,true
54,1,General Engine Overhaul,Standard automotive service: General Engine Overhaul,22000.00,24.00,false,true
55,1,Sliding Door Repair / Mechanism,Standard automotive service: Sliding Door Repair / Mechanism,3000.00,1.50,false,true
56,1,Power Window Repair / Motor Replacement,Standard automotive service: Power Window Repair / Motor Replacement,1000.00,1.25,false,true
57,1,Wiper Linkage / Motor Repair,Standard automotive service: Wiper Linkage / Motor Repair,4000.00,1.50,false,true
58,1,General Mechanical Inspection & Check-Up,Standard automotive service: General Mechanical Inspection & Check-Up,800.00,0.50,true,true
