id,job_order_id,mechanic_notes,customer_approval_status,datetime_created,datetime_approved
88,83,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2026-02-02 11:59:05.312132,
89,344,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-09-13 11:45:21.312132,2025-09-15 08:45:21.312132
90,339,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,pending,2026-03-14 15:01:22.312132,
91,133,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-07-12 09:50:50.312132,2026-07-12 12:50:50.312132
92,235,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2026-03-20 17:12:43.312132,2026-03-20 22:12:43.312132
93,360,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,pending,2026-01-20 08:33:20.312132,
94,200,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2026-01-20 22:50:24.312132,
95,127,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-05-02 22:21:35.312132,2026-05-04 11:21:35.312132
96,391,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-09-20 17:58:14.312132,2025-09-21 03:58:14.312132
97,313,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-11-19 05:43:13.312132,2025-11-19 10:43:13.312132
98,362,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-06-28 08:06:49.312132,2026-06-30 06:06:49.312132
99,232,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,pending,2026-01-30 13:54:55.312132,
100,438,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,pending,2025-09-26 00:10:02.312132,
101,99,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2025-08-08 06:51:53.312132,2025-08-10 06:51:53.312132
102,142,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-02-02 18:02:58.312132,2026-02-04 14:02:58.312132
103,394,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,disputed,2026-03-31 09:53:49.312132,2026-04-01 20:53:49.312132
104,387,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2026-02-24 03:20:45.312132,2026-02-25 01:20:45.312132
105,495,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-08-22 23:04:35.312132,2025-08-24 08:04:35.312132
106,270,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-11-14 19:11:28.312132,2025-11-16 18:11:28.312132
107,86,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-04-21 19:00:20.312132,2026-04-22 21:00:20.312132
108,199,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,disputed,2026-03-27 15:27:01.312132,2026-03-28 06:27:01.312132
109,375,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-12-29 06:03:14.312132,2025-12-30 01:03:14.312132
110,311,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-08-21 14:04:42.312132,2025-08-22 23:04:42.312132
111,52,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-06-14 14:09:31.312132,2026-06-16 00:09:31.312132
112,510,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-07-09 09:16:33.312132,2026-07-11 04:16:33.312132
113,265,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-04-22 16:33:41.312132,2026-04-22 22:33:41.312132
114,325,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-04-18 04:02:11.312132,2026-04-18 17:02:11.312132
115,456,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,pending,2026-05-09 14:32:31.312132,
116,282,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2025-11-22 04:38:35.312132,2025-11-22 11:38:35.312132
117,288,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2026-02-17 21:22:34.312132,2026-02-19 01:22:34.312132
118,291,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-04-11 21:46:36.312132,2026-04-12 10:46:36.312132
119,380,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-06-02 06:23:37.312132,2026-06-04 00:23:37.312132
120,195,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-03-08 09:13:07.312132,2026-03-10 03:13:07.312132
121,13,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2025-11-12 12:52:47.312132,2025-11-12 19:52:47.312132
122,199,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-09-30 17:40:53.312132,2025-10-02 07:40:53.312132
123,453,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-11-19 17:31:14.312132,2025-11-20 17:31:14.312132
124,482,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-03-14 07:19:52.312132,2026-03-14 12:19:52.312132
125,169,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,pending,2025-11-26 03:12:01.312132,
126,327,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,disputed,2026-04-02 01:43:25.312132,2026-04-02 23:43:25.312132
127,273,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-05-29 02:12:17.312132,2026-05-30 22:12:17.312132
128,10,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,disputed,2025-12-11 20:01:27.312132,2025-12-13 13:01:27.312132
129,31,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2026-03-19 20:56:21.312132,
130,344,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-02-27 16:29:04.312132,2026-02-28 11:29:04.312132
131,281,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-06-16 23:20:26.312132,2026-06-18 13:20:26.312132
132,243,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2025-08-31 16:00:43.312132,2025-09-01 12:00:43.312132
133,83,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-01-05 22:44:21.312132,2026-01-07 19:44:21.312132
134,468,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,pending,2026-01-03 14:50:01.312132,
135,144,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2026-07-01 23:12:14.312132,2026-07-02 06:12:14.312132
136,105,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2026-05-29 03:22:28.312132,
137,391,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-12-01 12:32:57.312132,2025-12-01 23:32:57.312132
138,476,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-10-16 09:59:33.312132,2025-10-17 09:59:33.312132
139,295,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,disputed,2025-12-01 04:02:04.312132,2025-12-02 22:02:04.312132
140,463,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-09-28 13:51:03.312132,2025-09-30 07:51:03.312132
141,119,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-08-16 13:49:48.312132,2025-08-17 22:49:48.312132
142,400,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-03-06 00:23:30.312132,2026-03-07 11:23:30.312132
143,370,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,pending,2025-09-08 19:43:13.312132,
144,516,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-06-14 09:20:16.312132,2026-06-15 04:20:16.312132
145,193,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-05-30 21:22:03.312132,2026-06-01 13:22:03.312132
146,51,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-02-15 15:08:22.312132,2026-02-17 05:08:22.312132
147,238,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2025-08-31 06:00:40.312132,
148,387,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-03-22 19:35:21.312132,2026-03-24 08:35:21.312132
149,193,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,disputed,2025-10-09 07:03:21.312132,2025-10-10 18:03:21.312132
150,130,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-01-05 13:54:37.312132,2026-01-06 03:54:37.312132
151,290,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-02-16 05:26:55.312132,2026-02-16 20:26:55.312132
152,519,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-11-02 23:53:04.312132,2025-11-04 15:53:04.312132
153,487,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-06-20 11:01:51.312132,2026-06-22 05:01:51.312132
154,148,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-10-09 15:47:42.312132,2025-10-10 03:47:42.312132
155,219,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-04-14 19:18:17.312132,2026-04-15 00:18:17.312132
156,353,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-12-18 06:46:39.312132,2025-12-19 17:46:39.312132
157,136,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-10-27 09:57:14.312132,2025-10-28 14:57:14.312132
158,177,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,disputed,2026-03-25 11:02:55.312132,2026-03-25 16:02:55.312132
159,328,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-04-12 23:36:15.312132,2026-04-14 19:36:15.312132
160,242,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-02-08 20:23:25.312132,2026-02-09 14:23:25.312132
161,159,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,disputed,2025-12-13 15:32:27.312132,2025-12-14 05:32:27.312132
162,53,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2025-12-22 05:26:38.312132,2025-12-23 02:26:38.312132
163,138,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-09-04 13:28:27.312132,2025-09-05 14:28:27.312132
164,155,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-05-09 01:23:50.312132,2026-05-10 03:23:50.312132
165,368,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-09-09 09:25:17.312132,2025-09-10 14:25:17.312132
166,308,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,disputed,2025-09-21 15:59:50.312132,2025-09-22 07:59:50.312132
167,323,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-04-10 14:49:01.312132,2026-04-10 15:49:01.312132
168,124,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-11-23 16:46:06.312132,2025-11-23 22:46:06.312132
169,29,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-10-19 18:20:59.312132,2025-10-20 22:20:59.312132
170,440,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-08-07 10:34:37.312132,2025-08-07 17:34:37.312132
171,413,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-08-02 08:46:57.312132,2026-08-03 11:46:57.312132
172,256,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2026-05-12 02:52:06.312132,2026-05-12 17:52:06.312132
173,159,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-02-09 04:46:40.312132,2026-02-10 19:46:40.312132
174,377,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-02-24 09:42:56.312132,2026-02-25 17:42:56.312132
175,318,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-05-02 22:49:13.312132,2026-05-03 18:49:13.312132
176,297,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-12-13 15:10:29.312132,2025-12-13 17:10:29.312132
177,257,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-04-28 20:30:20.312132,2026-04-30 19:30:20.312132
178,45,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2026-05-07 13:49:29.312132,
179,107,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-03-07 08:56:42.312132,2026-03-08 01:56:42.312132
180,213,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-10-08 05:54:41.312132,2025-10-10 01:54:41.312132
181,83,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,pending,2025-09-07 20:31:21.312132,
182,112,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-07-29 05:10:23.312132,2026-07-29 21:10:23.312132
