job_order_id,part_name,base_name,tier,is_oem,category,quantity,unit,unit_price,total,include,is_synthetic
18,Brake Fluid,Brake Fluid,standard,False,Fluids & Consumables,1.0,liter,300.00,300.00,True,False
18,Power Steering Fluid,Power Steering Fluid,standard,False,Fluids & Consumables,1.0,liter,400.00,400.00,True,False
18,Steering Boots,Steering Boots,replacement,False,General,2.0,pc,500.00,1000.00,True,False
19,Brake Pads,Brake Pads,replacement,False,Braking,1.0,pc,1800.00,1800.00,True,False
19,Brake Cleaner,Brake Cleaner,standard,False,Fluids & Consumables,1.0,liter,200.00,200.00,True,False
19,Brake Fluid,Brake Fluid,standard,False,Fluids & Consumables,1.0,liter,300.00,300.00,True,False
19,Replace Kit,Replace Kit,replacement,False,General,1.0,pc,950.00,950.00,True,False
19,Shock Absorber,Shock Absorber,replacement,False,Steering & Suspension,2.0,pc,4000.00,8000.00,True,False
20,Fuel Pump Assy,Fuel Pump Assy,replacement,False,General,1.0,pc,6800.00,6800.00,True,False
20,Ignition Coil,Ignition Coil,replacement,False,Ignition & Electrical,1.0,pc,2200.00,2200.00,True,False
20,Socket,Socket,replacement,False,General,4.0,pc,250.00,1000.00,True,False
21,Engine Oil,Engine Oil,standard,False,Fluids & Consumables,7.0,liter,350.00,2450.00,True,False
21,Brake Cleaner,Brake Cleaner,standard,False,Fluids & Consumables,1.0,liter,250.00,250.00,True,False
21,Oil,Oil,replacement,False,General,1.0,pc,350.00,350.00,True,False
21,Air Filter,Air Filter,replacement,False,Filters,1.0,pc,650.00,650.00,True,False
21,Fuel Filter,Fuel Filter,replacement,False,Filters,1.0,pc,450.00,450.00,True,False
22,Lower Suspension,Lower Suspension,replacement,False,General,1.0,pc,3800.00,3800.00,True,False
22,Upper Suspension,Upper Suspension,replacement,False,General,1.0,pc,2500.00,2500.00,True,False
22,Tie Rod End,Tie Rod End,replacement,False,Steering & Suspension,2.0,pc,1200.00,2400.00,True,False
22,Tie Rod End,Tie Rod End,replacement,False,Steering & Suspension,2.0,pc,1200.00,2400.00,True,False
23,Oil Pump,Oil Pump,replacement,False,General,1.0,pc,9500.00,9500.00,True,False
23,Engine Oil,Engine Oil,standard,False,Fluids & Consumables,8.0,liter,400.00,3200.00,True,False
23,Oil Filter,Oil Filter,replacement,False,Filters,1.0,pc,450.00,450.00,True,False
23,Air Filter,Air Filter,replacement,False,Filters,1.0,pc,550.00,550.00,True,False
23,Fuel Filter,Fuel Filter,replacement,False,Filters,1.0,pc,750.00,750.00,True,False
23,Cabin Filter,Cabin Filter,replacement,False,Filters,1.0,pc,450.00,450.00,True,False
24,Engine Oil,Engine Oil,standard,False,Fluids & Consumables,8.0,liter,450.00,3600.00,True,False
24,Tie Rod End,Tie Rod End,replacement,False,Steering & Suspension,2.0,pc,1200.00,2400.00,True,False
24,Tie Rod End,Tie Rod End,replacement,False,Steering & Suspension,2.0,pc,1250.00,2500.00,True,False
24,Air Filter,Air Filter,replacement,False,Filters,1.0,pc,650.00,650.00,True,False
24,Fuel Filter,Fuel Filter,replacement,False,Filters,1.0,pc,850.00,850.00,True,False
24,Oil Filter,Oil Filter,replacement,False,Filters,1.0,pc,650.00,650.00,True,False
24,Cabin Filter,Cabin Filter,replacement,False,Filters,1.0,pc,550.00,550.00,True,False
24,Brake Shoe,Brake Shoe,replacement,False,Braking,1.0,pc,2500.00,2500.00,True,False
24,Brake Caliper Repair Kit,Brake Caliper Repair Kit,replacement,False,Braking,1.0,pc,750.00,750.00,True,False
24,Engine Coolant,Engine Coolant,standard,False,Fluids & Consumables,8.0,liter,175.00,1400.00,True,False
24,Brake Fluid,Brake Fluid,standard,False,Fluids & Consumables,1.0,liter,300.00,300.00,True,False
24,Power Steering Fluid,Power Steering Fluid,standard,False,Fluids & Consumables,1.0,liter,350.00,350.00,True,False
24,Steering Boots,Steering Boots,replacement,False,General,2.0,pc,550.00,1100.00,True,False
24,Wheel Cylinder,Wheel Cylinder,replacement,False,Braking,2.0,pc,1000.00,2000.00,True,False
24,Brake Pads,Brake Pads,replacement,False,Braking,1.0,pc,2000.00,2000.00,True,False
25,Cylinder Head Gasket,Cylinder Head Gasket,replacement,False,General,1.0,pc,3500.00,3500.00,True,False
25,Valve Seal,Valve Seal,replacement,False,General,16.0,pc,120.00,1920.00,True,False
25,Engine Coolant,Engine Coolant,standard,False,Fluids & Consumables,8.0,liter,200.00,1600.00,True,False
25,Silicone,Silicone,replacement,False,General,1.0,pc,250.00,250.00,True,False
26,Wheel Bearing,Wheel Bearing,replacement,False,Steering & Suspension,1.0,pc,3500.00,3500.00,True,False
27,Radiator,Radiator,replacement,False,Engine Cooling,1.0,pc,5500.00,5500.00,True,False
27,Engine Coolant,Engine Coolant,standard,False,Fluids & Consumables,8.0,liter,200.00,1600.00,True,False
27,Transmission Oil Seal,Transmission Oil Seal,replacement,False,General,1.0,pc,2200.00,2200.00,True,False
27,Crankshaft Oil Seal,Crankshaft Oil Seal,replacement,False,Engine,1.0,pc,2500.00,2500.00,True,False
27,Automatic Transmission Fluid (ATF),Automatic Transmission Fluid (ATF),standard,False,Fluids & Consumables,6.0,liter,500.00,3000.00,True,False
27,Drive / Fan Belt,Drive / Fan Belt,replacement,False,Engine,1.0,pc,2500.00,2500.00,True,False
27,N70 Battery (amaron),N70 Battery (amaron),replacement,False,General,1.0,pc,7200.00,7200.00,True,False
27,Engine Oil,Engine Oil,standard,False,Fluids & Consumables,8.0,liter,400.00,3200.00,True,False
27,Cabin Filter,Cabin Filter,replacement,False,Filters,1.0,pc,350.00,350.00,True,False
27,Fuel Filter,Fuel Filter,replacement,False,Filters,1.0,pc,450.00,450.00,True,False
27,Air Filter,Air Filter,replacement,False,Filters,1.0,pc,450.00,450.00,True,False
27,Oil Filter,Oil Filter,replacement,False,Filters,1.0,pc,250.00,250.00,True,False
29,Tie Rod End,Tie Rod End,replacement,False,Steering & Suspension,2.0,pc,950.00,1900.00,True,False
29,Tie Rod End,Tie Rod End,replacement,False,Steering & Suspension,2.0,pc,950.00,1900.00,True,False
29,Stab Clamp Bushing,Stab Clamp Bushing,replacement,False,General,2.0,pc,500.00,1000.00,True,False
29,Shock Upper,Shock Upper,replacement,False,General,2.0,pc,350.00,700.00,True,False
29,Engine Oil,Engine Oil,standard,False,Fluids & Consumables,4.0,liter,400.00,1600.00,True,False
29,Oil Filter,Oil Filter,replacement,False,Filters,1.0,pc,350.00,350.00,True,False
29,Cabin Filter,Cabin Filter,replacement,False,Filters,1.0,pc,450.00,450.00,True,False
30,Shock,Shock,replacement,False,General,2.0,pc,2200.00,4400.00,True,False
30,Brake Pads,Brake Pads,replacement,False,Braking,1.0,pc,1300.00,1300.00,True,False
30,Engine Oil,Engine Oil,standard,False,Fluids & Consumables,4.0,liter,450.00,1800.00,True,False
30,Oil Filter,Oil Filter,replacement,False,Filters,1.0,pc,350.00,350.00,True,False
30,Cabin Filter,Cabin Filter,replacement,False,Filters,1.0,pc,350.00,350.00,True,False
30,Air Filter,Air Filter,replacement,False,Filters,1.0,pc,450.00,450.00,True,False
30,Brake Cleaner,Brake Cleaner,standard,False,Fluids & Consumables,1.0,liter,250.00,250.00,True,False
30,Sparkplug,Sparkplug,replacement,False,General,3.0,pc,1250.00,3750.00,True,False
31,Brake Master Cylinder,Brake Master Cylinder,replacement,False,Braking,1.0,pc,4000.00,4000.00,True,False
31,Brake Fluid,Brake Fluid,standard,False,Fluids & Consumables,1.0,liter,300.00,300.00,True,False
31,Brake Cleaner,Brake Cleaner,standard,False,Fluids & Consumables,1.0,liter,200.00,200.00,True,False
32,Engine Oil,Engine Oil,standard,False,Fluids & Consumables,8.0,liter,500.00,4000.00,True,False
32,Oil Filter,Oil Filter,replacement,False,Filters,1.0,pc,650.00,650.00,True,False
32,Cabin Filter,Cabin Filter,replacement,False,Filters,1.0,pc,500.00,500.00,True,False
32,Fuel Filter,Fuel Filter,replacement,False,Filters,1.0,pc,450.00,450.00,True,False
32,Brake Cleaner,Brake Cleaner,standard,False,Fluids & Consumables,1.0,liter,250.00,250.00,True,False
32,Air Filter,Air Filter,replacement,False,Filters,1.0,pc,500.00,500.00,True,False
32,Wheel Cylinder,Wheel Cylinder,replacement,False,Braking,2.0,pc,900.00,1800.00,True,False
33,Shock KYB,Shock KYB,replacement,False,General,2.0,pc,4200.00,8400.00,True,False
33,Stabilizer Link,Stabilizer Link,replacement,False,Steering & Suspension,2.0,pc,1200.00,2400.00,True,False
33,Auxiliary Fan / Blower Motor,Auxiliary Fan / Blower Motor,replacement,False,Engine Cooling,1.0,pc,6000.00,6000.00,True,False
34,Spark Plug,Spark Plug,replacement,False,Ignition & Electrical,4.0,pc,280.00,1120.00,True,False
35,Transmission Assy,Transmission Assy,replacement,False,General,1.0,pc,28000.00,28000.00,True,False
35,Dexron 3,Dexron 3,replacement,False,General,6.0,pc,300.00,1800.00,True,False
35,Gear / Differential Oil,Gear / Differential Oil,standard,False,Fluids & Consumables,2.0,liter,250.00,500.00,True,False
35,Crankshaft Oil Seal,Crankshaft Oil Seal,replacement,False,Engine,1.0,pc,3000.00,3000.00,True,False
36,Toyota Gear Oil,Toyota Gear Oil,replacement,False,General,4.0,pc,400.00,1600.00,True,False
36,Oil Filter,Oil Filter,replacement,False,Filters,1.0,pc,250.00,250.00,True,False
36,Air Filter,Air Filter,replacement,False,Filters,1.0,pc,350.00,350.00,True,False
36,Cabin Filter,Cabin Filter,replacement,False,Filters,1.0,pc,350.00,350.00,True,False
36,Suspension Bushing,Suspension Bushing,replacement,False,Steering & Suspension,2.0,pc,450.00,900.00,True,False
36,Valve Cover Gasket,Valve Cover Gasket,replacement,False,Engine,1.0,pc,650.00,650.00,True,False
36,Brake Shoe,Brake Shoe,replacement,False,Braking,1.0,pc,1500.00,1500.00,True,False
37,Stabilizer Link,Stabilizer Link,replacement,False,Steering & Suspension,8.0,pc,80.00,640.00,True,False
37,Stab Clamp Bushing,Stab Clamp Bushing,replacement,False,General,1.0,pc,200.00,200.00,True,False
37,Tie Rod End,Tie Rod End,replacement,False,Steering & Suspension,2.0,pc,950.00,1900.00,True,False
37,Tie Rod End,Tie Rod End,replacement,False,Steering & Suspension,2.0,pc,900.00,1800.00,True,False
37,Clutch Set,Clutch Set,replacement,False,Transmission,1.0,pc,6000.00,6000.00,True,False
38,Axle Oil Seal,Axle Oil Seal,replacement,False,Steering & Suspension,2.0,pc,1600.00,3200.00,True,False
38,Inner Oil Seal,Inner Oil Seal,replacement,False,General,1.0,pc,1500.00,1500.00,True,False
38,Crankshaft Oil Seal,Crankshaft Oil Seal,replacement,False,Engine,1.0,pc,2000.00,2000.00,True,False
38,Automatic Transmission Fluid (ATF),Automatic Transmission Fluid (ATF),standard,False,Fluids & Consumables,8.0,liter,900.00,7200.00,True,False
38,Transmission Filter,Transmission Filter,replacement,False,General,1.0,pc,3000.00,3000.00,True,False
39,Cabin Filter,Cabin Filter,replacement,False,Filters,1.0,pc,1000.00,1000.00,True,False
39,Air Filter,Air Filter,replacement,False,Filters,1.0,pc,1500.00,1500.00,True,False
39,Oil Filter,Oil Filter,replacement,False,Filters,1.0,pc,1300.00,1300.00,True,False
39,Engine Oil,Engine Oil,standard,False,Fluids & Consumables,4.0,liter,600.00,2400.00,True,False
40,Fuel Filter,Fuel Filter,replacement,False,Filters,1.0,pc,750.00,750.00,True,False
40,Valve Cover Gasket,Valve Cover Gasket,replacement,False,Engine,1.0,pc,950.00,950.00,True,False
42,Auxiliary Fan / Blower Motor,Auxiliary Fan / Blower Motor,replacement,False,Engine Cooling,1.0,pc,3500.00,3500.00,True,False
43,Shock,Shock,replacement,False,General,2.0,pc,4200.00,8400.00,True,False
43,CV Joint,CV Joint,replacement,False,Steering & Suspension,2.0,pc,3200.00,6400.00,True,False
43,Suspension Bushing,Suspension Bushing,replacement,False,Steering & Suspension,2.0,pc,550.00,1100.00,True,False
43,Shock Boot,Shock Boot,replacement,False,General,2.0,pc,400.00,800.00,True,False
43,Inner Boot,Inner Boot,replacement,False,General,2.0,pc,350.00,700.00,True,False
44,Starter Motor,Starter Motor,replacement,False,Ignition & Electrical,1.0,pc,2200.00,2200.00,True,False
44,Automotive Light Bulb,Automotive Light Bulb,replacement,False,Ignition & Electrical,2.0,pc,120.00,240.00,True,False
45,Clutch Disc,Clutch Disc,replacement,False,Transmission,1.0,pc,4000.00,4000.00,True,False
45,Pressure Plate,Pressure Plate,replacement,False,Transmission,1.0,pc,5500.00,5500.00,True,False
45,Release Bearing,Release Bearing,replacement,False,Transmission,1.0,pc,1200.00,1200.00,True,False
45,Pilot Bearing,Pilot Bearing,replacement,False,Transmission,1.0,pc,350.00,350.00,True,False
46,Engine Oil,Engine Oil,standard,False,Fluids & Consumables,3.0,liter,350.00,1050.00,True,False
46,Valve Cover Gasket,Valve Cover Gasket,replacement,False,Engine,1.0,pc,1250.00,1250.00,True,False
46,Silicone,Silicone,replacement,False,General,1.0,pc,250.00,250.00,True,False
47,Brake Caliper Repair Kit,Brake Caliper Repair Kit,replacement,False,Braking,1.0,pc,850.00,850.00,True,False
47,Rack End,Rack End,replacement,False,Steering & Suspension,1.0,pc,9000.00,9000.00,True,False
47,Brake Fluid,Brake Fluid,standard,False,Fluids & Consumables,1.0,liter,350.00,350.00,True,False
48,Transmission Assy,Transmission Assy,replacement,False,General,1.0,pc,2800.00,2800.00,True,False
48,Differencial Gear Oil,Differencial Gear Oil,replacement,False,General,2.0,pc,250.00,500.00,True,False
48,Crankshaft Oil Seal,Crankshaft Oil Seal,replacement,False,Engine,1.0,pc,3000.00,3000.00,True,False
48,Rack in Pinion Kit,Rack in Pinion Kit,replacement,False,General,1.0,pc,3500.00,3500.00,True,False
48,Dextron 3,Dextron 3,replacement,False,General,6.0,pc,300.00,1800.00,True,False
49,Pressure Plate,Pressure Plate,replacement,False,Transmission,1.0,pc,3200.00,3200.00,True,False
49,Clutch Disc,Clutch Disc,replacement,False,Transmission,1.0,pc,2500.00,2500.00,True,False
49,Release Bearing,Release Bearing,replacement,False,Transmission,1.0,pc,1200.00,1200.00,True,False
49,Crankshaft Oil Seal,Crankshaft Oil Seal,replacement,False,Engine,1.0,pc,1100.00,1100.00,True,False
49,Axle Oil Seal,Axle Oil Seal,replacement,False,Steering & Suspension,2.0,pc,600.00,1200.00,True,False
49,Camshaft Bushings,Camshaft Bushings,replacement,False,General,1.0,pc,1100.00,1100.00,True,False
49,Suspension Bushing,Suspension Bushing,replacement,False,Steering & Suspension,2.0,pc,450.00,900.00,True,False
49,Axle Boot,Axle Boot,replacement,False,Steering & Suspension,2.0,pc,450.00,900.00,True,False
49,Engine / Transmission Support,Engine / Transmission Support,replacement,False,Engine,1.0,pc,2800.00,2800.00,True,False
49,Valve Cover Gasket,Valve Cover Gasket,replacement,False,Engine,1.0,pc,2500.00,2500.00,True,False
49,Brake Pads,Brake Pads,replacement,False,Braking,1.0,pc,1500.00,1500.00,True,False
49,Gear / Differential Oil,Gear / Differential Oil,standard,False,Fluids & Consumables,1.0,liter,400.00,400.00,True,False
50,Engine / Transmission Support,Engine / Transmission Support,replacement,False,Engine,1.0,pc,2200.00,2200.00,True,False
50,Drive / Fan Belt,Drive / Fan Belt,replacement,False,Engine,1.0,pc,3000.00,3000.00,True,False
50,Shock Rr KYB,Shock Rr KYB,replacement,False,General,2.0,pc,2800.00,5600.00,True,False
50,Silicone,Silicone,replacement,False,General,1.0,pc,250.00,250.00,True,False
50,Engine / Transmission Support,Engine / Transmission Support,replacement,False,Engine,2.0,pc,1600.00,3200.00,True,False
50,Cross Joint,Cross Joint,replacement,False,General,3.0,pc,850.00,2550.00,True,False
50,Trans Oil Seal,Trans Oil Seal,replacement,False,General,1.0,pc,450.00,450.00,True,False
50,Brake Cleaner,Brake Cleaner,standard,False,Fluids & Consumables,1.0,liter,250.00,250.00,True,False
52,Suspension Arm,Suspension Arm,replacement,False,General,1.0,pc,1900.00,1900.00,True,False
52,Tie Rod End,Tie Rod End,replacement,False,Steering & Suspension,1.0,pc,1500.00,1500.00,True,False
52,Replace RH Support,Replace RH Support,replacement,False,General,1.0,pc,800.00,800.00,True,False
52,Support Rear Lower,Support Rear Lower,replacement,False,General,1.0,pc,800.00,800.00,True,False
52,Replace LH Support,Replace LH Support,replacement,False,General,1.0,pc,1800.00,1800.00,True,False
53,Engine Oil,Engine Oil,standard,False,Fluids & Consumables,8.0,liter,350.00,2800.00,True,False
53,Oil Filter,Oil Filter,replacement,False,Filters,1.0,pc,450.00,450.00,True,False
53,Air Filter,Air Filter,replacement,False,Filters,1.0,pc,650.00,650.00,True,False
53,Cabin Filter,Cabin Filter,replacement,False,Filters,1.0,pc,450.00,450.00,True,False
53,Fuel Filter,Fuel Filter,replacement,False,Filters,1.0,pc,450.00,450.00,True,False
53,Spiral Cable,Spiral Cable,replacement,False,General,1.0,pc,3500.00,3500.00,True,False
53,Headlight Bulbs,Headlight Bulbs,replacement,False,General,1.0,pc,450.00,450.00,True,False
53,Stud Bolt,Stud Bolt,replacement,False,General,2.0,pc,250.00,500.00,True,False
53,Stud Nut,Stud Nut,replacement,False,General,2.0,pc,250.00,500.00,True,False
53,Brake Cleaner,Brake Cleaner,standard,False,Fluids & Consumables,1.0,liter,250.00,250.00,True,False
53,Brake Shoe,Brake Shoe,replacement,False,Braking,1.0,pc,2800.00,2800.00,True,False
54,Engine Oil,Engine Oil,standard,False,Fluids & Consumables,3.0,liter,450.00,1350.00,True,False
54,Cabin Filter,Cabin Filter,replacement,False,Filters,1.0,pc,350.00,350.00,True,False
54,Oil Filter,Oil Filter,replacement,False,Filters,1.0,pc,350.00,350.00,True,False
54,Pressure Plate,Pressure Plate,replacement,False,Transmission,1.0,pc,3800.00,3800.00,True,False
54,Pressure Plate,Pressure Plate,original,True,Transmission,1.0,pc,4800.00,4800.00,True,False
54,Clutch Disc,Clutch Disc,replacement,False,Transmission,1.0,pc,2800.00,2800.00,True,False
54,Clutch Disc,Clutch Disc,original,True,Transmission,1.0,pc,5200.00,5200.00,True,False
54,Release Bearing,Release Bearing,original,True,Transmission,1.0,pc,950.00,950.00,True,False
54,Release Bearing,Release Bearing,replacement,False,Transmission,1.0,pc,2000.00,2000.00,True,False
54,Wheel Cylinder,Wheel Cylinder,replacement,False,Braking,1.0,pc,950.00,950.00,True,False
55,Engine Oil,Engine Oil,standard,False,Fluids & Consumables,4.0,liter,450.00,1800.00,True,False
55,Oil Filter,Oil Filter,replacement,False,Filters,1.0,pc,450.00,450.00,True,False
55,Brake Cleaner,Brake Cleaner,standard,False,Fluids & Consumables,1.0,liter,250.00,250.00,True,False
55,Carb / Throttle Cleaner,Carb / Throttle Cleaner,standard,False,Fluids & Consumables,1.0,liter,250.00,250.00,True,False
56,Valve Cover Gasket,Valve Cover Gasket,replacement,False,Engine,1.0,pc,1500.00,1500.00,True,False
56,Injector Washer,Injector Washer,replacement,False,General,4.0,pc,250.00,1000.00,True,False
56,Injector O-ring,Injector O-ring,replacement,False,General,4.0,pc,150.00,600.00,True,False
56,Power Steering Fluid,Power Steering Fluid,standard,False,Fluids & Consumables,2.0,liter,450.00,900.00,True,False
56,Pressurized Hose,Pressurized Hose,replacement,False,General,1.0,pc,3500.00,3500.00,True,False
56,Silicone,Silicone,replacement,False,General,1.0,pc,250.00,250.00,True,False
56,Engine Oil,Engine Oil,standard,False,Fluids & Consumables,8.0,liter,450.00,3600.00,True,False
56,Oil Filter,Oil Filter,replacement,False,Filters,1.0,pc,550.00,550.00,True,False
56,Air Filter,Air Filter,replacement,False,Filters,1.0,pc,650.00,650.00,True,False
56,Cabin Filter,Cabin Filter,replacement,False,Filters,1.0,pc,550.00,550.00,True,False
56,Fuel Filter,Fuel Filter,replacement,False,Filters,1.0,pc,1200.00,1200.00,True,False
57,Transmission,Transmission,replacement,False,General,1.0,pc,65000.00,65000.00,True,False
57,Automatic Transmission Fluid (ATF),Automatic Transmission Fluid (ATF),standard,False,Fluids & Consumables,8.0,liter,450.00,3600.00,True,False
58,Rack End,Rack End,replacement,False,Steering & Suspension,1.0,pc,8500.00,8500.00,True,False
58,Brake Caliper Repair Kit,Brake Caliper Repair Kit,replacement,False,Braking,1.0,pc,850.00,850.00,True,False
