id,job_order_id,mechanic_notes,customer_approval_status,datetime_created,datetime_approved
29,213,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,disputed,2026-01-13 01:30:47.293298,2026-01-13 04:30:47.293298
30,64,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,pending,2026-04-14 03:41:31.293298,
31,180,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-01-17 02:31:38.293298,2026-01-18 04:31:38.293298
32,359,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,pending,2026-06-12 16:53:39.293298,
33,258,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,disputed,2026-05-16 20:44:14.293298,2026-05-17 15:44:14.293298
34,359,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-09-20 17:52:37.293298,2025-09-20 23:52:37.293298
35,95,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,disputed,2025-11-08 01:08:20.293298,2025-11-09 00:08:20.293298
36,513,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-05-15 23:07:08.293298,2026-05-16 16:07:08.293298
37,57,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,pending,2026-08-04 09:57:40.293298,
38,87,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,pending,2026-06-10 18:13:41.293298,
39,400,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-06-15 01:30:11.293298,2026-06-16 04:30:11.293298
40,38,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-05-11 13:09:15.293298,2026-05-12 07:09:15.293298
41,5,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,pending,2025-10-12 10:30:08.293298,
42,256,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-10-11 02:28:39.293298,2025-10-13 00:28:39.293298
43,2,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-07-25 09:54:36.293298,2026-07-26 09:54:36.293298
44,369,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,disputed,2025-11-18 18:36:48.293298,2025-11-19 12:36:48.293298
45,74,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-06-14 07:08:39.293298,2026-06-15 14:08:39.293298
46,147,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,pending,2026-03-23 18:41:41.293298,
47,481,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,pending,2025-12-20 21:31:59.293298,
48,215,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-09-02 19:07:47.293298,2025-09-04 05:07:47.293298
49,31,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-05-31 18:04:45.293298,2026-06-02 12:04:45.293298
50,134,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-04-29 11:36:08.293298,2026-04-29 17:36:08.293298
51,479,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-06-12 00:40:53.293298,2026-06-13 17:40:53.293298
52,241,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-10-29 10:58:04.293298,2025-10-30 01:58:04.293298
53,403,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-12-09 04:41:45.293298,2025-12-11 00:41:45.293298
54,104,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-05-17 10:08:33.293298,2026-05-17 16:08:33.293298
55,263,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-02-12 01:24:36.293298,2026-02-13 08:24:36.293298
56,508,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2025-12-05 16:50:27.293298,2025-12-07 11:50:27.293298
57,393,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-03-26 20:46:52.293298,2026-03-28 09:46:52.293298
58,255,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-06-23 01:38:52.293298,2026-06-23 18:38:52.293298
59,186,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,pending,2026-04-10 15:07:45.293298,
60,207,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-01-20 07:55:36.293298,2026-01-20 20:55:36.293298
61,515,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-12-10 16:47:41.293298,2025-12-12 15:47:41.293298
62,13,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,disputed,2026-07-28 12:44:25.293298,2026-07-28 14:44:25.293298
63,196,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2026-02-09 13:37:10.293298,
64,226,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,disputed,2026-03-04 08:50:49.293298,2026-03-04 10:50:49.293298
65,340,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-01-05 16:05:10.293298,2026-01-07 16:05:10.293298
66,274,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-05-31 14:37:57.293298,2026-06-02 09:37:57.293298
67,387,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-11-20 23:41:45.293298,2025-11-22 06:41:45.293298
68,478,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-08-17 05:56:55.293298,2025-08-18 18:56:55.293298
69,271,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,disputed,2026-03-06 19:06:06.293298,2026-03-08 19:06:06.293298
70,327,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2026-03-01 07:08:23.293298,2026-03-02 15:08:23.293298
71,186,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-07-05 04:30:59.293298,2026-07-05 16:30:59.293298
72,56,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-01-15 15:20:00.293298,2026-01-17 15:20:00.293298
73,439,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-12-03 14:54:25.293298,2025-12-04 23:54:25.293298
74,488,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-10-12 15:44:20.293298,2025-10-13 20:44:20.293298
75,363,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-04-18 21:37:09.293298,2026-04-20 08:37:09.293298
76,325,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,disputed,2026-02-27 17:56:55.293298,2026-02-28 08:56:55.293298
77,48,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-09-03 17:32:11.293298,2025-09-04 02:32:11.293298
78,154,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-02-22 19:51:49.293298,2026-02-22 20:51:49.293298
79,396,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-03-18 20:47:32.293298,2026-03-20 03:47:32.293298
80,225,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-10-12 13:49:42.293298,2025-10-13 17:49:42.293298
81,26,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-11-06 23:35:07.293298,2025-11-07 03:35:07.293298
82,307,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-03-03 22:00:07.293298,2026-03-04 09:00:07.293298
83,223,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,pending,2026-04-02 18:50:20.293298,
84,210,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-01-14 03:00:36.293298,2026-01-14 06:00:36.293298
85,361,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2026-06-22 06:37:55.293298,2026-06-24 03:37:55.293298
86,314,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-10-13 22:51:53.293298,2025-10-14 17:51:53.293298
87,396,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,disputed,2026-05-31 08:06:35.293298,2026-06-02 00:06:35.293298
88,502,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-03-12 23:15:01.293298,2026-03-14 22:15:01.293298
89,501,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2026-03-14 11:53:23.293298,2026-03-15 17:53:23.293298
90,444,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-08-01 06:10:36.293298,2026-08-01 10:10:36.293298
91,30,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-08-22 15:29:47.293298,2025-08-23 02:29:47.293298
92,473,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2025-10-25 20:20:39.293298,2025-10-26 13:20:39.293298
93,198,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-05-20 12:09:01.293298,2026-05-21 13:09:01.293298
94,243,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-03-02 01:33:55.293298,2026-03-03 04:33:55.293298
95,123,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,pending,2026-05-03 02:27:01.293298,
96,28,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-03-20 20:09:39.293298,2026-03-22 04:09:39.293298
97,189,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,pending,2025-09-25 12:49:56.293298,
98,78,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2025-10-08 13:25:40.293298,
99,508,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-12-05 20:29:28.293298,2025-12-06 01:29:28.293298
100,362,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-03-29 23:22:06.293298,2026-03-31 08:22:06.293298
101,477,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2026-02-26 08:43:59.293298,2026-02-27 16:43:59.293298
102,51,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-12-01 09:34:24.293298,2025-12-03 02:34:24.293298
103,517,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2026-01-06 07:23:04.293298,2026-01-08 04:23:04.293298
104,364,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-06-07 18:08:40.293298,2026-06-08 03:08:40.293298
105,78,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-06-17 14:08:06.293298,2026-06-19 11:08:06.293298
106,354,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-03-04 16:53:09.293298,2026-03-05 23:53:09.293298
107,165,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,pending,2026-05-28 18:00:29.293298,
108,239,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,disputed,2026-03-06 00:05:24.293298,2026-03-07 22:05:24.293298
109,334,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-04-10 04:39:35.293298,2026-04-12 00:39:35.293298
110,165,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-02-03 00:58:39.293298,2026-02-04 04:58:39.293298
111,476,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-01-08 08:50:22.293298,2026-01-08 14:50:22.293298
112,380,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-06-02 09:59:23.293298,2026-06-04 08:59:23.293298
113,150,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-01-11 12:43:14.293298,2026-01-12 07:43:14.293298
114,146,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-12-01 09:38:39.293298,2025-12-03 06:38:39.293298
115,261,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-10-11 15:04:00.293298,2025-10-11 21:04:00.293298
116,114,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-01-04 23:13:31.293298,2026-01-06 11:13:31.293298
117,313,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,pending,2026-06-10 21:26:07.293298,
118,76,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,pending,2025-09-27 19:40:06.293298,
119,492,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2025-09-15 00:49:58.293298,2025-09-15 10:49:58.293298
120,164,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,disputed,2025-11-08 16:43:34.293298,2025-11-09 23:43:34.293298
121,5,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,pending,2026-02-23 22:42:28.293298,
122,246,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-10-30 21:34:55.293298,2025-10-31 01:34:55.293298
123,110,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-05-12 12:28:24.293298,2026-05-13 11:28:24.293298
124,286,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-05-25 17:08:22.293298,2026-05-27 17:08:22.293298
125,7,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-11-01 05:04:15.293298,2025-11-01 20:04:15.293298
126,369,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-11-03 17:58:14.293298,2025-11-04 10:58:14.293298
127,310,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-12-07 01:50:26.293298,2025-12-08 19:50:26.293298
128,292,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-09-05 22:18:21.293298,2025-09-07 13:18:21.293298
129,28,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-07-03 17:25:28.293298,2026-07-05 09:25:28.293298
130,286,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,pending,2026-02-04 18:38:20.293298,
131,109,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-04-21 23:32:08.293298,2026-04-23 07:32:08.293298
132,273,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-09-07 14:14:41.293298,2025-09-07 23:14:41.293298
133,343,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,disputed,2025-11-30 22:43:32.293298,2025-12-01 22:43:32.293298
134,152,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2026-02-22 22:00:22.293298,2026-02-23 13:00:22.293298
135,437,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-04-23 18:53:34.293298,2026-04-24 04:53:34.293298
136,348,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-12-04 02:08:57.293298,2025-12-04 20:08:57.293298
137,332,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-08-03 16:36:17.293298,2026-08-04 08:36:17.293298
138,168,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-12-17 05:31:16.293298,2025-12-17 20:31:16.293298
139,485,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,pending,2026-06-03 09:48:04.293298,
140,94,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-04-05 16:36:23.293298,2026-04-07 10:36:23.293298
141,93,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,disputed,2025-10-15 00:22:31.293298,2025-10-15 17:22:31.293298
142,301,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-04-04 16:28:20.293298,2026-04-06 10:28:20.293298
143,495,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-11-30 08:16:07.293298,2025-12-02 06:16:07.293298
144,299,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2025-09-14 20:31:09.293298,2025-09-16 02:31:09.293298
145,215,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-05-25 13:46:42.293298,2026-05-27 10:46:42.293298
146,132,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-05-03 09:24:15.293298,2026-05-05 06:24:15.293298
147,85,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,pending,2026-03-17 05:16:28.293298,
148,115,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-03-05 21:08:14.293298,2026-03-06 13:08:14.293298
149,410,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-01-02 02:55:14.293298,2026-01-03 16:55:14.293298
150,302,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-06-06 03:18:47.293298,2026-06-06 10:18:47.293298
151,426,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-01-02 07:26:44.293298,2026-01-03 00:26:44.293298
152,294,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,pending,2025-08-06 19:14:30.293298,
153,279,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-11-16 11:38:54.293298,2025-11-17 22:38:54.293298
154,85,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2025-11-12 10:55:15.293298,2025-11-13 08:55:15.293298
155,172,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,disputed,2025-12-12 15:06:31.293298,2025-12-13 15:06:31.293298
156,263,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-12-04 20:21:49.293298,2025-12-05 09:21:49.293298
157,295,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-07-15 18:12:55.293298,2026-07-16 21:12:55.293298
158,334,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2026-05-26 03:37:15.293298,2026-05-26 20:37:15.293298
159,471,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-10-11 04:53:42.293298,2025-10-11 11:53:42.293298
160,372,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,disputed,2026-05-30 01:40:24.293298,2026-05-30 15:40:24.293298
161,290,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-12-22 03:21:44.293298,2025-12-23 02:21:44.293298
162,6,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-10-08 04:55:17.293298,2025-10-09 21:55:17.293298
163,461,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,disputed,2025-10-23 21:48:11.293298,2025-10-25 19:48:11.293298
164,474,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-07-27 07:47:38.293298,2026-07-28 22:47:38.293298
165,58,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2025-10-01 14:58:49.293298,2025-10-02 02:58:49.293298
166,513,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-07-14 01:55:33.293298,2026-07-15 23:55:33.293298
167,295,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-02-10 23:39:37.293298,2026-02-12 20:39:37.293298
168,268,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-06-14 14:35:04.293298,2026-06-16 12:35:04.293298
169,425,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-12-28 11:29:40.293298,2025-12-29 12:29:40.293298
170,120,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-03-09 10:22:03.293298,2026-03-10 19:22:03.293298
171,498,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,pending,2025-10-26 12:36:59.293298,
172,379,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-07-20 06:57:31.293298,2026-07-20 07:57:31.293298
173,437,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-07-09 19:24:53.293298,2026-07-11 12:24:53.293298
174,449,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,disputed,2026-02-02 03:37:38.293298,2026-02-03 16:37:38.293298
175,161,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-04-22 13:38:54.293298,2026-04-23 18:38:54.293298
176,504,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-11-18 20:50:47.293298,2025-11-19 17:50:47.293298
177,9,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-06-08 02:35:17.293298,2026-06-08 13:35:17.293298
178,95,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-02-17 20:58:40.293298,2026-02-18 20:58:40.293298
179,237,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,disputed,2026-01-14 11:22:08.293298,2026-01-15 20:22:08.293298
180,145,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-10-08 07:39:02.293298,2025-10-09 09:39:02.293298
181,5,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-09-17 23:13:27.293298,2025-09-19 00:13:27.293298
182,77,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-08-25 10:45:40.293298,2025-08-27 07:45:40.293298
183,150,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-04-29 02:51:32.293298,2026-04-29 19:51:32.293298
